"","SRR1033045","SRR1033062","SRR1033262","SRR1033083","SRR1033055","SRR1033121","SRR1033030","SRR1033208","SRR1033026","SRR1033107","SRR1033116","SRR1033104","SRR1033088","SRR1033215","SRR1033024","SRR1033058","SRR1033079","SRR1033212","SRR1033117","SRR1033149"
"BZW1",264,97,886,525,251,384,305,288,360,298,543,275,172,246,154,75,300,303,311,622
"BZW2",2,70,130,270,1,247,4,102,68,322,265,95,130,86,70,86,153,0,25,375
"C10orf10",0,0,0,0,0,0,0,0,114,0,0,0,1,0,6,3,0,15,0,0
"C10orf105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf111",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"C10orf113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf118",3,4,0,11,0,0,31,0,3,10,0,1,1,40,15,5,0,11,35,1
"C10orf12",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,29,0,0,0
"C10orf120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
"C10orf131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf137",141,0,0,1,0,7,0,0,0,0,118,0,0,0,0,0,0,8,0,0
"C10orf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf25",0,48,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf32",40,18,22,226,18,57,111,83,51,15,28,150,408,37,0,78,25,102,153,151
"C10orf32-AS3MT",0,6,0,0,0,2,0,2,0,0,0,1,0,0,0,29,0,1,0,0
"C10orf35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf54",3,0,64,110,196,57,33,0,24,38,24,171,0,207,171,20,39,17,129,2
"C10orf55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0
"C10orf76",4,0,2,0,0,0,0,1,0,0,0,7,1,0,0,0,0,1,0,0
"C10orf82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf88",0,0,0,0,0,0,0,0,0,0,49,0,0,0,2,0,12,0,0,0
"C10orf90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf1",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf24",0,0,2,0,0,25,0,4,2,0,8,8,0,0,0,0,3,0,0,0
"C11orf30",0,2,0,0,0,0,0,5,0,65,0,0,0,0,0,0,0,8,0,4
"C11orf31",35,59,4,6,38,45,42,187,50,38,55,151,5,103,89,1,50,266,120,17
"C11orf34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf48",89,4,142,23,7,134,2,2,22,185,65,39,0,258,73,0,63,18,7,82
"C11orf49",0,176,20,337,110,0,510,14,0,0,15,0,0,0,0,171,315,0,0,0
"C11orf52",0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf54",76,104,26,78,122,36,1,17,0,0,22,26,0,137,61,0,11,50,0,13
"C11orf57",0,3,35,0,36,48,0,35,0,1,0,0,0,0,0,0,0,4,0,2
"C11orf58",134,120,12,73,291,147,182,198,12,162,99,1,78,23,123,58,24,247,107,29
"C11orf63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"C11orf65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf68",0,0,0,0,80,1,0,0,10,0,0,0,0,0,0,0,373,3,0,156
"C11orf70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0
"C11orf71",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"C11orf73",160,3,98,159,0,513,0,6,234,73,49,100,70,8,232,47,239,374,197,63
"C11orf74",343,102,157,68,267,87,0,19,0,32,41,177,391,0,0,0,5,161,2,315
"C11orf75",0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0
"C11orf80",0,0,0,0,0,0,0,14,0,33,0,0,0,0,0,0,0,0,0,2
"C11orf82",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf83",6,1,0,0,0,0,0,0,2,0,9,0,0,0,0,0,2,0,0,3
"C11orf84",96,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"C11orf92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf95",0,0,16,0,0,0,0,4,0,0,0,0,0,99,0,0,85,27,0,0
"C11orf96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf10",106,88,0,7,0,310,0,0,0,238,2,0,0,0,0,0,151,0,0,0
"C12orf23",62,71,214,17,205,187,124,63,179,51,111,188,122,0,60,216,72,241,165,131
"C12orf29",0,18,110,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0
"C12orf36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf39",0,0,0,0,0,6,0,0,0,0,0,0,0,0,46,0,0,0,0,0
"C12orf4",0,0,0,0,76,6,0,0,0,14,0,3,25,0,0,1,0,69,0,0
"C12orf40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf42",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"C12orf43",1,1,0,0,3,1,1,90,62,0,2,83,0,2,2,1,45,1,0,39
"C12orf44",0,1,11,98,0,0,2,215,129,0,0,285,0,0,0,174,0,127,158,0
"C12orf45",74,0,112,7,229,10,6,0,151,156,140,65,0,301,205,273,234,0,0,78
"C12orf49",0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,4,0,0
"C12orf5",32,59,2,0,0,0,0,56,30,0,5,15,0,88,21,0,0,2,6,0
"C12orf50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf52",0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
"C12orf54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf57",0,456,127,0,394,192,3,101,269,128,179,128,0,0,0,0,9,20,0,4
"C12orf60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf65",3,6,203,0,1,4,0,6,1,22,42,4,0,198,48,0,33,4,69,0
"C12orf66",0,0,0,0,0,0,0,2,0,0,6,0,0,0,131,0,1,0,0,0
"C12orf68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
"C12orf69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf71",0,0,0,0,19,0,33,27,0,0,2,0,0,0,0,0,0,0,0,0
"C12orf73",14,51,0,0,25,0,0,0,113,23,0,5,0,0,38,48,4,14,0,32
"C12orf74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf75",274,155,512,5,9,158,176,69,158,147,87,416,16,372,107,230,130,0,435,128
"C12orf76",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"C12orf77",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"C13orf35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C13orf45",0,0,0,0,160,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"C14orf1",0,1,0,64,216,17,2,0,74,1,3,113,1,0,0,0,80,0,2,0
"C14orf101",0,0,0,0,0,41,0,1,5,0,0,0,0,14,0,0,0,2,0,0
"C14orf105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"C14orf119",93,25,155,0,264,110,31,173,13,11,60,224,4,0,76,87,6,13,45,220
"C14orf132",0,0,10,17,0,0,0,64,0,0,0,6,0,0,2,0,0,34,0,20
"C14orf142",0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,53
"C14orf159",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"C14orf166",528,14,335,368,134,705,678,331,734,513,156,490,97,88,470,196,426,286,930,248
"C14orf166B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf169",0,1,56,5,21,0,0,35,0,0,18,4,9,0,1,26,19,4,20,0
"C14orf177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf178",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf2",257,168,371,1135,790,543,368,617,372,619,655,337,971,0,388,870,884,103,320,323
"C14orf23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"C14orf28",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf37",154,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf39",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"C14orf64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C14orf79",0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf93",0,0,0,0,74,0,0,0,0,0,1,0,0,0,0,0,0,0,136,0
"C15orf26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf37",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
"C15orf38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf38-AP3S2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf39",0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
"C15orf40",103,1,3,8,100,0,0,71,38,100,4,0,0,0,3,9,4,110,19,18
"C15orf41",0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"C15orf43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf52",1,0,10,0,0,65,19,5,57,70,64,54,0,21,202,83,1,108,9,6
"C15orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf57",22,98,0,3,0,0,0,0,0,0,0,241,0,6,0,0,3,3,0,8
"C15orf59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf61",0,46,0,21,129,4,0,4,30,0,86,0,14,0,45,65,2,142,54,0
"C15orf62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf13",0,0,42,0,127,68,0,0,89,10,17,138,10,0,16,0,70,4,0,0
"C16orf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf45",0,0,5,23,0,0,0,0,4,181,1,199,0,0,195,0,0,0,82,0
"C16orf46",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
"C16orf52",0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,6,0,1
"C16orf54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf55",0,0,0,1,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf58",0,0,32,0,0,6,0,0,0,0,92,0,0,7,0,0,1,0,0,0
"C16orf59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf62",0,45,0,0,22,0,0,0,3,0,11,0,36,0,39,12,0,0,2,9
"C16orf70",0,0,0,0,0,79,0,0,0,78,0,0,0,0,0,0,0,101,0,19
"C16orf71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf72",5,0,0,122,0,4,94,0,0,103,0,80,0,0,60,9,0,1,0,0
"C16orf74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf80",0,25,60,289,87,118,471,197,352,636,209,358,0,497,203,20,0,149,605,31
"C16orf82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf87",5,4,15,1,332,30,0,84,74,0,18,53,0,37,105,0,0,366,32,17
"C16orf88",4,30,16,8,0,63,0,18,75,10,0,35,326,0,31,40,0,74,4,0
"C16orf89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf91",0,0,8,92,0,5,6,0,0,0,0,0,0,0,14,0,5,73,0,0
"C16orf92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf93",0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf95",0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,7,0,0,0,0
"C16orf96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf103",0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,1,0,0
"C17orf104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf49",153,5,136,12,52,283,51,96,23,1,11,0,572,0,0,49,21,76,99,287
"C17orf50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf51",11,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"C17orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf58",0,0,116,0,0,0,4,88,0,0,0,0,0,0,0,0,0,0,0,96
"C17orf59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf61-PLSCR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf62",15,0,0,33,0,0,1,8,0,0,0,0,0,0,210,0,0,120,0,0
"C17orf64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf67",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"C17orf70",0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0
"C17orf72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf75",0,0,2,1,0,0,0,2,0,0,0,21,4,1,0,0,12,4,0,0
"C17orf76-AS1",2092,2063,1364,702,1928,2365,1244,1273,1291,1751,510,1184,1614,2,1130,1578,1315,1394,1963,1940
"C17orf77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf80",6,0,0,18,11,6,0,0,0,0,6,8,0,0,2,0,0,0,0,9
"C17orf82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf85",68,123,0,10,0,0,0,6,15,0,3,4,6,0,2,0,0,16,0,15
"C17orf89",0,75,0,0,0,0,0,12,0,13,8,113,0,0,8,142,0,0,4,16
"C17orf96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf98",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C18orf21",0,0,14,49,0,0,0,0,15,12,0,0,13,0,0,0,0,152,0,0
"C18orf25",110,0,36,0,0,0,0,57,0,1,1,0,70,3,0,35,9,38,40,0
"C18orf32",127,37,12,49,98,25,1,65,0,15,0,25,0,233,4,0,17,161,82,74
"C18orf42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C18orf54",0,0,0,0,0,0,0,13,0,0,0,57,0,0,0,0,0,0,0,0
"C18orf56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C18orf61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C18orf62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C18orf63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C18orf8",0,0,56,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2
"C19orf10",18,0,5,2,0,150,84,172,229,401,301,36,31,153,177,0,5,16,5,2
"C19orf12",0,0,2,29,1,21,0,0,6,3,16,0,0,0,0,57,0,1,0,1
"C19orf18",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"C19orf21",0,0,2,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
"C19orf24",0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,8,0,0
"C19orf25",0,0,0,0,62,0,0,0,0,26,0,24,0,0,0,0,0,0,0,0
"C19orf26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf35",1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,4,2,0
"C19orf38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0
"C19orf43",11,0,17,0,0,192,65,0,19,0,35,0,0,0,40,150,41,115,113,99
"C19orf44",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf47",37,97,0,0,26,2,49,0,0,20,1,0,0,7,0,0,44,0,0,0
"C19orf48",37,206,18,0,0,479,0,139,1,0,30,0,16,402,0,0,0,7,0,0
"C19orf52",0,0,0,0,0,19,0,0,7,0,0,54,0,0,0,0,0,0,0,0
"C19orf53",264,71,344,195,669,238,20,308,295,159,141,97,34,157,120,412,168,425,75,502
"C19orf54",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
"C19orf55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf60",0,0,0,2,2,27,4,0,0,2,70,0,2,0,0,0,12,0,2,0
"C19orf66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"C19orf69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf70",0,15,35,94,0,180,21,34,0,120,124,51,178,46,72,35,0,27,29,23
"C19orf71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1D",0,0,20,6,0,4,65,46,47,0,0,1,0,1,28,7,0,58,4,0
"C1GALT1",9,98,0,32,0,5,27,1,33,0,39,75,0,73,1,0,73,3,7,31
"C1GALT1C1",73,444,0,151,1,176,0,1,89,1,1,0,0,0,4,118,0,297,0,154
"C1QA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QBP",13,63,131,0,353,2,221,133,26,182,24,48,0,105,135,61,43,0,0,190
"C1QC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QL4",0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"C1QTNF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
"C1QTNF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF3-AMACR",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF5",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF6",0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"C1QTNF7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF9B-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1R",0,0,0,0,2,0,1,14,0,37,0,0,0,0,65,0,5,107,0,23
"C1RL",0,0,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"C1RL-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1S",0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,0,0,35,0,14
"C1orf100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf106",0,0,0,0,0,4,0,0,0,0,0,0,0,102,0,0,81,0,0,0
"C1orf109",0,4,1,0,0,2,0,0,33,1,98,6,0,0,83,143,97,112,0,0
"C1orf110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
